,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
6889,DD2017082619342778DA94A4A2FEC,E43A6E078A04228,3.0,3.0,怡宝,2017-02-19 12:17:00,C,已出货未退款,已提现,饮料,水
6891,DD2017083020254792DFA83D4265A,E43A6E078A04228,3.0,3.0,怡宝,2017-02-20 00:05:00,C,已出货未退款,已提现,饮料,水
6892,DD2017083020531669B0319CE438E,E43A6E078A04228,3.0,3.0,怡宝,2017-02-20 03:32:00,C,已出货未退款,已提现,饮料,水
6894,DD201708310456551569B0A357BA5,E43A6E078A04228,3.0,3.0,怡宝,2017-02-22 16:51:00,C,已出货未退款,已提现,饮料,水
6897,DD20170831141003735E745DE62B4,E43A6E078A04228,3.0,3.0,怡宝,2017-02-26 04:24:00,C,已出货未退款,已提现,饮料,水
6899,DD2017083114524448D03AE629F0C,E43A6E078A04228,3.0,3.0,怡宝,2017-02-26 14:04:00,C,已出货未退款,已提现,饮料,水
6900,DD20170825190435260735B2F5527,E43A6E078A04228,3.0,3.0,怡宝,2017-02-27 15:44:00,C,已出货未退款,已提现,饮料,水
6902,DD20170825181804897AFCA39A24B,E43A6E078A04228,3.0,3.0,怡宝,2017-02-27 17:34:00,C,已出货未退款,已提现,饮料,水
6904,DD201708251813462716B16A41443,E43A6E078A04228,3.0,3.0,怡宝,2017-02-27 19:12:00,C,已出货未退款,已提现,饮料,水
6905,DD2017083116450821B7CD74BDD3C,E43A6E078A04228,3.0,3.0,怡宝,2017-02-27 19:14:00,C,已出货未退款,已提现,饮料,水
6907,DD2017083117335097478D18C4CB2,E43A6E078A04228,3.0,3.0,怡宝,2017-02-28 14:55:00,C,已出货未退款,已提现,饮料,水
6909,DD201708312139467444929BB00D1,E43A6E078A04228,3.0,3.0,怡宝,2017-03-13 22:38:00,C,已出货未退款,已提现,饮料,水
6910,DD20170825173412572827CFF7DA3,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:04:00,C,已出货未退款,已提现,饮料,水
6911,DD2017082517230088812F0B32743,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:08:00,C,已出货未退款,已提现,饮料,水
6912,DD2017082517165211C36A7450905,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:16:00,C,已出货未退款,已提现,饮料,水
6913,DD2017082517021547126F2E1DADE,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:23:00,C,已出货未退款,已提现,饮料,水
6914,DD2017082516084526B1529A81847,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:33:00,C,已出货未退款,已提现,饮料,水
6915,DD2017082515330131DE675013FFA,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:38:00,C,已出货未退款,已提现,饮料,水
6916,DD20170825144826171351D7F321D,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:55:00,C,已出货未退款,已提现,饮料,水
6917,DD2017082514451514E016FEB75DC,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 20:56:00,C,已出货未退款,已提现,饮料,水
6918,DD2017082514215756AB2A69ACF8D,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 21:02:00,C,已出货未退款,已提现,饮料,水
6919,DD201708251346094249CF3B61A08,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 21:05:00,C,已出货未退款,已提现,饮料,水
6920,DD2017082513232155A16D3F6E4F7,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 21:08:00,C,已出货未退款,已提现,饮料,水
6921,DD20170825123014167225F40916C,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 21:10:00,C,已出货未退款,已提现,饮料,水
6928,DD2017082421090188B9745390147,E43A6E078A04228,3.0,3.0,怡宝,2017-03-28 22:47:00,C,已出货未退款,已提现,饮料,水
6931,DD201708241500018292C683D9B92,E43A6E078A04228,3.0,3.0,怡宝,2017-03-29 14:40:00,C,已出货未退款,已提现,饮料,水
6932,DD201708241441138936089C0D7E6,E43A6E078A04228,3.0,3.0,怡宝,2017-04-01 18:51:00,C,已出货未退款,已提现,饮料,水
6933,DD2017082415532795B6698706E4A,E43A6E078A04228,3.0,3.0,怡宝,2017-04-02 19:10:00,C,已出货未退款,已提现,饮料,水
6934,DD2017083115001112191F589E7F8,E43A6E078A04228,3.0,3.0,怡宝,2017-04-03 19:42:00,C,已出货未退款,已提现,饮料,水
6935,DD2017082718543023028FFEB557A,E43A6E078A04228,3.0,3.0,怡宝,2017-04-04 08:16:00,C,已出货未退款,已提现,饮料,水
6936,DD2017082717581874ED4C453CD54,E43A6E078A04228,3.0,3.0,怡宝,2017-04-05 15:37:00,C,已出货未退款,已提现,饮料,水
6940,DD2017082710042072E7440B22FB7,E43A6E078A04228,3.0,3.0,怡宝,2017-04-11 17:00:00,C,已出货未退款,已提现,饮料,水
6942,DD2017082705444115CE205FD1B9B,E43A6E078A04228,3.0,3.0,怡宝,2017-04-12 16:18:00,C,已出货未退款,已提现,饮料,水
6943,DD201708270430457155339B6986C,E43A6E078A04228,3.0,3.0,怡宝,2017-04-12 19:16:00,C,已出货未退款,已提现,饮料,水
6944,DD20170828061104405C88C9257F4,E43A6E078A04228,3.0,3.0,怡宝,2017-04-12 22:14:00,C,已出货未退款,已提现,饮料,水
6945,DD20170827041216296AF31564304,E43A6E078A04228,3.0,3.0,怡宝,2017-04-13 13:30:00,C,已出货未退款,已提现,饮料,水
6946,DD201708270325213418896417FF8,E43A6E078A04228,3.0,3.0,怡宝,2017-04-13 14:57:00,C,已出货未退款,已提现,饮料,水
6947,DD2017082621550177B30FD3AEAF8,E43A6E078A04228,3.0,3.0,怡宝,2017-04-14 14:02:00,C,已出货未退款,已提现,饮料,水
6948,DD20170826214956761058960F7F5,E43A6E078A04228,3.0,3.0,怡宝,2017-04-14 16:03:00,C,已出货未退款,已提现,饮料,水
6949,DD2017082620251935573A3D583F8,E43A6E078A04228,3.0,3.0,怡宝,2017-04-15 16:20:00,C,已出货未退款,已提现,饮料,水
6951,DD2017082620224082B00C38E522D,E43A6E078A04228,3.0,3.0,怡宝,2017-04-15 19:51:00,C,已出货未退款,已提现,饮料,水
6954,DD2017082415391244B0D32A89A0F,E43A6E078A04228,3.0,3.0,怡宝,2017-04-16 08:08:00,C,已出货未退款,已提现,饮料,水
6955,DD2017082618001211516538CDAEF,E43A6E078A04228,3.0,3.0,怡宝,2017-04-18 12:05:00,C,已出货未退款,已提现,饮料,水
6956,DD2017082823254891CC6E2D0F01A,E43A6E078A04228,3.0,3.0,怡宝,2017-04-18 16:18:00,C,已出货未退款,已提现,饮料,水
6958,DD2017082421232778812557F4913,E43A6E078A04228,3.0,3.0,怡宝,2017-04-19 14:19:00,C,已出货未退款,已提现,饮料,水
6959,DD2017082618584948A7947F0080F,E43A6E078A04228,3.0,3.0,怡宝,2017-04-20 11:45:00,C,已出货未退款,已提现,饮料,水
6960,DD20170827210254822F748FFD9AB,E43A6E078A04228,3.0,3.0,怡宝,2017-04-20 18:01:00,C,已出货未退款,已提现,饮料,水
6961,DD201708272034306170F52A4ED86,E43A6E078A04228,3.0,3.0,怡宝,2017-04-21 21:20:00,C,已出货未退款,已提现,饮料,水
6964,DD2017082720340117DDB6D730755,E43A6E078A04228,3.0,3.0,怡宝,2017-04-22 15:48:00,C,已出货未退款,已提现,饮料,水
6968,DD20170825175601166073D62F7B5,E43A6E078A04228,3.0,3.0,怡宝,2017-04-24 18:47:00,C,已出货未退款,已提现,饮料,水
6969,DD20170824155345965B13EAD10DD,E43A6E078A04228,3.0,3.0,怡宝,2017-04-27 08:31:00,C,已出货未退款,已提现,饮料,水
6970,DD20170828100330165CE0407D8D1,E43A6E078A04228,3.0,3.0,怡宝,2017-04-28 10:04:00,C,已出货未退款,已提现,饮料,水
6971,DD20170824225725130D198BCE3FB,E43A6E078A04228,3.0,3.0,怡宝,2017-04-29 14:37:00,C,已出货未退款,已提现,饮料,水
6974,DD201708261736393665197551F86,E43A6E078A04228,3.0,3.0,怡宝,2017-08-02 14:06:00,C,已出货未退款,已提现,饮料,水
6976,DD201708261748016838032649037,E43A6E078A04228,3.0,3.0,怡宝,2017-08-04 10:36:00,C,已出货未退款,已提现,饮料,水
6977,DD2017082718152293872B297A469,E43A6E078A04228,3.0,3.0,怡宝,2017-08-04 18:58:00,C,已出货未退款,已提现,饮料,水
6982,DD201708241400024099BB3D42467,E43A6E078A04228,3.0,3.0,怡宝,2017-08-06 18:35:00,C,已出货未退款,已提现,饮料,水
6984,DD2017082414404850A061C2F2247,E43A6E078A04228,3.0,3.0,怡宝,2017-08-09 10:12:00,C,已出货未退款,已提现,饮料,水
6985,DD2017082810003018A4FE16773C9,E43A6E078A04228,3.0,3.0,怡宝,2017-08-10 13:03:00,C,已出货未退款,已提现,饮料,水
6986,DD2017082717082415D54D1B0FDAD,E43A6E078A04228,3.0,3.0,怡宝,2017-08-11 12:33:00,C,已出货未退款,已提现,饮料,水
6988,DD2017082620102970D2C10F0789B,E43A6E078A04228,3.0,3.0,怡宝,2017-08-12 10:35:00,C,已出货未退款,已提现,饮料,水
6989,DD2017082421262056F6E72353D28,E43A6E078A04228,3.0,3.0,怡宝,2017-08-12 12:40:00,C,已出货未退款,已提现,饮料,水
6990,DD2017082703144696BB8458B32AA,E43A6E078A04228,3.0,3.0,怡宝,2017-08-12 14:22:00,C,已出货未退款,已提现,饮料,水
6992,DD20170828190216948A04AF8386E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-13 19:06:00,C,已出货未退款,已提现,饮料,水
6993,DD20170824160900619E7A9F22834,E43A6E078A04228,3.0,3.0,怡宝,2017-08-13 19:30:00,C,已出货未退款,已提现,饮料,水
6994,DD20170825162231816ABCFB1D9E9,E43A6E078A04228,3.0,3.0,怡宝,2017-08-14 16:29:00,C,已出货未退款,已提现,饮料,水
6995,DD2017082518285941170AC57F6DF,E43A6E078A04228,3.0,3.0,怡宝,2017-08-15 17:53:00,C,已出货未退款,已提现,饮料,水
6997,DD201708241028073682608B3517B,E43A6E078A04228,3.0,3.0,怡宝,2017-08-16 12:48:00,C,已出货未退款,已提现,饮料,水
6998,DD2017082415530576564FA86C80A,E43A6E078A04228,3.0,3.0,怡宝,2017-08-16 15:49:00,C,已出货未退款,已提现,饮料,水
6999,DD2017082416310418650111B49FF,E43A6E078A04228,3.0,3.0,怡宝,2017-08-16 16:47:00,C,已出货未退款,已提现,饮料,水
7004,DD201708251907451589E7292440E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-17 14:49:00,C,已出货未退款,已提现,饮料,水
7011,DD20170825112044142FC56ECF17E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-18 17:17:00,C,已出货未退款,已提现,饮料,水
7016,DD201708251123244816D172EFA04,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 09:07:00,C,已出货未退款,已提现,饮料,水
7017,DD20170825115331203A3B2301C1F,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 09:56:00,C,已出货未退款,已提现,饮料,水
7018,DD201708251201391891D3B01C09E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 12:30:00,C,已出货未退款,已提现,饮料,水
7019,DD201708251315369869F045FE9C3,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 12:49:00,C,已出货未退款,已提现,饮料,水
7020,DD201708251322579534D22FCC2B9,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 12:52:00,C,已出货未退款,已提现,饮料,水
7021,DD20170825134950375C14E6D35B6,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 13:25:00,C,已出货未退款,已提现,饮料,水
7022,DD20170825152605320C01CA4B4BF,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 13:32:00,C,已出货未退款,已提现,饮料,水
7023,DD2017082516203813B9883EAF96D,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 14:31:00,C,已出货未退款,已提现,饮料,水
7025,DD2017082517245096D8172E23D17,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 15:00:00,C,已出货未退款,已提现,饮料,水
7026,DD20170825182602408C62D17BA4C,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 15:57:00,C,已出货未退款,已提现,饮料,水
7027,DD2017082518521153C8D39E844C6,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 16:16:00,C,已出货未退款,已提现,饮料,水
7029,DD20170824212516422A109FA066D,E43A6E078A04228,3.0,3.0,怡宝,2017-08-19 20:29:00,C,已出货未退款,已提现,饮料,水
7031,DD2017082414573441D9886BB139A,E43A6E078A04228,3.0,3.0,怡宝,2017-08-20 11:22:00,C,已出货未退款,已提现,饮料,水
7032,DD20170827032121493D2EA7FD27B,E43A6E078A04228,3.0,3.0,怡宝,2017-08-20 12:01:00,C,已出货未退款,已提现,饮料,水
7038,DD2017082514541741BC8E33E9E02,E43A6E078A04228,3.0,3.0,怡宝,2017-08-21 16:45:00,C,已出货未退款,已提现,饮料,水
7039,DD20170825145449509D963BFC481,E43A6E078A04228,3.0,3.0,怡宝,2017-08-21 16:46:00,C,已出货未退款,已提现,饮料,水
7041,DD201708251500562661E9E33B669,E43A6E078A04228,3.0,3.0,怡宝,2017-08-21 17:34:00,C,已出货未退款,已提现,饮料,水
7042,DD201708251608381754424817534,E43A6E078A04228,3.0,3.0,怡宝,2017-08-21 21:58:00,C,已出货未退款,已提现,饮料,水
7043,DD2017082517191718C926904B62E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-22 07:58:00,C,已出货未退款,已提现,饮料,水
7044,DD2017082517345511E8C154F995A,E43A6E078A04228,3.0,3.0,怡宝,2017-08-22 12:20:00,C,已出货未退款,已提现,饮料,水
7045,DD2017082518014717FB2FC36E8C3,E43A6E078A04228,3.0,3.0,怡宝,2017-08-22 15:00:00,C,已出货未退款,已提现,饮料,水
7046,DD201708272048529985F101DBF74,E43A6E078A04228,3.0,3.0,怡宝,2017-08-23 15:17:00,C,已出货未退款,已提现,饮料,水
7047,DD2017082618005497A7F7F484C19,E43A6E078A04228,3.0,3.0,怡宝,2017-08-24 23:47:00,C,已出货未退款,已提现,饮料,水
7048,DD20170826193554193138D7420F9,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 07:55:00,C,已出货未退款,已提现,饮料,水
7049,DD20170826200620370AA53FCC846,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 10:08:00,C,已出货未退款,已提现,饮料,水
7050,DD20170827051845951A6DB2F00CA,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 14:58:00,C,已出货未退款,已提现,饮料,水
7051,DD201708270738241819EFFF67055,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 15:36:00,C,已出货未退款,已提现,饮料,水
7052,DD20170827074931148D677EFB92C,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 16:03:00,C,已出货未退款,已提现,饮料,水
7053,DD2017082707550131008CC54F4E3,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 16:15:00,C,已出货未退款,已提现,饮料,水
7054,DD2017082712025962AB5A65BBABF,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 18:05:00,C,已出货未退款,已提现,饮料,水
7055,DD2017082712033574751405D82F2,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 18:13:00,C,已出货未退款,已提现,饮料,水
7056,DD2017082712082463184ECB1FB7C,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 18:18:00,C,已出货未退款,已提现,饮料,水
7057,DD201708271208552251A423A352F,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 18:19:00,C,已出货未退款,已提现,饮料,水
7058,DD2017082712131294A1FD1856435,E43A6E078A04228,3.0,3.0,怡宝,2017-08-25 18:41:00,C,已出货未退款,已提现,饮料,水
7060,DD20170828024052962C714CA8D71,E43A6E078A04228,3.0,3.0,怡宝,2017-08-26 14:03:00,C,已出货未退款,已提现,饮料,水
7062,DD20170824102310342514857841E,E43A6E078A04228,3.0,3.0,怡宝,2017-08-28 09:08:00,C,已出货未退款,已提现,饮料,水
7065,DD2017082515365275F757BC537E5,E43A6E078A04228,3.0,3.0,怡宝,2017-08-30 20:16:00,C,已出货未退款,已提现,饮料,水
7072,DD20170825190824109BC2A059A1D,E43A6E078A04228,3.0,3.0,怡宝,2017-09-09 08:06:00,C,已出货未退款,已提现,饮料,水
7073,DD2017082516095853EB70C04D69F,E43A6E078A04228,3.0,3.0,怡宝,2017-09-16 07:50:00,C,已出货未退款,已提现,饮料,水
7074,DD2017082410483483B18C57D2F36,E43A6E078A04228,3.0,3.0,怡宝,2017-09-17 17:23:00,C,已出货未退款,已提现,饮料,水
7075,DD20170825115634790BC89F4245B,E43A6E078A04228,3.0,3.0,怡宝,2017-09-19 12:45:00,C,已出货未退款,已提现,饮料,水
7076,DD201708271408541164E18188115,E43A6E078A04228,3.0,3.0,怡宝,2017-09-24 11:36:00,C,已出货未退款,已提现,饮料,水
7079,DD2017082413403635825E9024E7C,E43A6E078A04228,3.0,3.0,怡宝,2017-09-28 02:18:00,C,已出货未退款,已提现,饮料,水
7082,DD2017083020064842996443A5854,E43A6E078A04228,3.0,3.0,怡宝,2017-11-08 00:09:00,C,已出货未退款,已提现,饮料,水
7084,DD201708241545458443970B08C89,E43A6E078A04228,3.0,3.0,怡宝,2017-11-09 02:56:00,C,已出货未退款,已提现,饮料,水
7085,DD20170826230952178AEFEA5528A,E43A6E078A04228,3.0,3.0,怡宝,2017-11-09 13:48:00,C,已出货未退款,已提现,饮料,水
7088,DD2017082515313838BB9CD9C5540,E43A6E078A04228,3.0,3.0,怡宝,2017-11-13 15:16:00,C,已出货未退款,已提现,饮料,水
7090,DD20170825172437293C128E24007,E43A6E078A04228,3.0,3.0,怡宝,2017-11-14 13:12:00,C,已出货未退款,已提现,饮料,水
7093,DD20170824162601875342D7D2022,E43A6E078A04228,3.0,3.0,怡宝,2017-11-18 15:38:00,C,已出货未退款,已提现,饮料,水
7094,DD2017082618594855D218FADCA42,E43A6E078A04228,3.0,3.0,怡宝,2017-11-19 09:09:00,C,已出货未退款,已提现,饮料,水
7096,DD2017082905051955511E83F388E,E43A6E078A04228,3.0,3.0,怡宝,2017-11-20 19:53:00,C,已出货未退款,已提现,饮料,水
7106,DD20170824104901613BCFE0439BB,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 13:44:00,C,已出货未退款,已提现,饮料,水
7107,DD20170824111347832A58A727381,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 14:19:00,C,已出货未退款,已提现,饮料,水
7108,DD20170824111612985774AD19E51,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 14:20:00,C,已出货未退款,已提现,饮料,水
7109,DD2017082412201812C301E7C31CE,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 14:33:00,C,已出货未退款,已提现,饮料,水
7110,DD2017082413474993911A6AF042D,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:16:00,C,已出货未退款,已提现,饮料,水
7111,DD20170824134849994D52EA72880,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:17:00,C,已出货未退款,已提现,饮料,水
7112,DD2017082414425918CE714FACD4C,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:22:00,C,已出货未退款,已提现,饮料,水
7113,DD20170824145028821CAAAEE28BD,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:23:00,C,已出货未退款,已提现,饮料,水
7114,DD201708241458474109A22B89B42,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:27:00,C,已出货未退款,已提现,饮料,水
7115,DD201708241518175836795D2469B,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:31:00,C,已出货未退款,已提现,饮料,水
7118,DD20170824161829913D310058790,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:40:00,C,已出货未退款,已提现,饮料,水
7119,DD201708241627266448E2312818D,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:47:00,C,已出货未退款,已提现,饮料,水
7120,DD20170824162801635B9A7F7071C,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:51:00,C,已出货未退款,已提现,饮料,水
7121,DD20170824162828578D5FCF98845,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 15:56:00,C,已出货未退款,已提现,饮料,水
7122,DD2017082416292285081C96B7863,E43A6E078A04228,3.0,3.0,怡宝,2017-12-19 16:00:00,C,已出货未退款,已提现,饮料,水
7133,DD2017082512244089305751B7835,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 10:18:00,C,已出货未退款,已提现,饮料,水
7134,DD2017082513412132D2871A8DE7E,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 13:03:00,C,已出货未退款,已提现,饮料,水
7136,DD2017082514555413EB9DAF167C9,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 16:54:00,C,已出货未退款,已提现,饮料,水
7137,DD20170825160222703C9FD424D83,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 21:47:00,C,已出货未退款,已提现,饮料,水
7138,DD20170825162305454DB098D90AF,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 22:20:00,C,已出货未退款,已提现,饮料,水
7139,DD2017082516284490231DC239794,E43A6E078A04228,3.0,3.0,怡宝,2017-12-21 22:44:00,C,已出货未退款,已提现,饮料,水
7140,DD2017082517074922811B8C77F1F,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 03:31:00,C,已出货未退款,已提现,饮料,水
7141,DD20170825172043144286FA7FEF6,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 10:02:00,C,已出货未退款,已提现,饮料,水
7142,DD2017082517381894CD98EF215EF,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 13:49:00,C,已出货未退款,已提现,饮料,水
7143,DD2017082517410812E6265472881,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 14:31:00,C,已出货未退款,已提现,饮料,水
7144,DD20170825174502948AE81AFA948,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 14:34:00,C,已出货未退款,已提现,饮料,水
7145,DD2017082517532291A7985503180,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 14:59:00,C,已出货未退款,已提现,饮料,水
7146,DD2017082518085511157590CBCED,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 15:30:00,C,已出货未退款,已提现,饮料,水
7147,DD201708251907019694FF395E445,E43A6E078A04228,3.0,3.0,怡宝,2017-12-22 19:29:00,C,已出货未退款,已提现,饮料,水
7152,DD2017082619020553E4FDE24FFCD,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 04:59:00,C,已出货未退款,已提现,饮料,水
7153,DD20170826190956303349FA3D78E,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 06:22:00,C,已出货未退款,已提现,饮料,水
7154,DD2017082705413649E3172DC8D70,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 15:01:00,C,已出货未退款,已提现,饮料,水
7155,DD201708270733049015AA17980B5,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 15:33:00,C,已出货未退款,已提现,饮料,水
7156,DD201708271011051258E663A62C7,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 17:41:00,C,已出货未退款,已提现,饮料,水
7157,DD20170827120742531BC56FAD973,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 18:14:00,C,已出货未退款,已提现,饮料,水
7162,DD201708271836457818072F3740A,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 20:51:00,C,已出货未退款,已提现,饮料,水
7166,DD20170827202346513F775B69A11,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 21:19:00,C,已出货未退款,已提现,饮料,水
7167,DD2017082720355938DB498EFDB07,E43A6E078A04228,3.0,3.0,怡宝,2017-12-25 21:24:00,C,已出货未退款,已提现,饮料,水
7169,DD201708272246571292449A488D7,E43A6E078A04228,3.0,3.0,怡宝,2017-12-26 01:25:00,C,已出货未退款,已提现,饮料,水
7173,DD20170828012747123F2440EE540,E43A6E078A04228,3.0,3.0,怡宝,2017-12-26 09:22:00,C,已出货未退款,已提现,饮料,水
7174,DD2017082801465583CE8C887CF12,E43A6E078A04228,3.0,3.0,怡宝,2017-12-26 10:03:00,C,已出货未退款,已提现,饮料,水
7175,DD20170828081556359F63E0D3A0E,E43A6E078A04228,3.0,3.0,怡宝,2017-12-26 14:39:00,C,已出货未退款,已提现,饮料,水
7179,DD20170828120333896D452A0E5AF,E43A6E078A04228,3.0,3.0,怡宝,2017-12-26 15:49:00,C,已出货未退款,已提现,饮料,水
7182,DD2017082900542894949A30D17DC,E43A6E078A04228,3.0,3.0,怡宝,2017-12-28 13:22:00,C,已出货未退款,已提现,饮料,水
7183,DD201708290124261020A1A50330D,E43A6E078A04228,3.0,3.0,怡宝,2017-12-28 13:35:00,C,已出货未退款,已提现,饮料,水
7185,DD20170830193829900748B0854E2,E43A6E078A04228,3.0,3.0,怡宝,2017-12-31 09:41:00,C,已出货未退款,已提现,饮料,水
7187,DD20170830210607756B94F2E70E2,E43A6E078A04228,3.0,3.0,怡宝,2017-12-31 14:52:00,C,已出货未退款,已提现,饮料,水
7193,DD201708167493675034603071441,E43A6E078A04228,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-04-01 13:46:00,C,已出货未退款,已提现,饮料,果蔬饮料
7201,DD201708167493055350373394833,E43A6E078A04228,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-04-29 13:34:00,C,已出货未退款,已提现,饮料,果蔬饮料
7203,DD201708167493820595166786561,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-01 12:40:00,C,已出货未退款,已提现,饮料,果蔬饮料
7205,DD2017081674930869973165877869,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-09 11:48:00,C,已出货未退款,已提现,饮料,果蔬饮料
7208,DD201708167493102280392115365,E43A6E078A04228,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-14 11:58:00,C,已出货未退款,已提现,饮料,果蔬饮料
7213,DD201708167493118996346611901,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-19 19:51:00,C,已出货未退款,已提现,饮料,果蔬饮料
7214,DD201708167493120072636895161,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-19 22:05:00,C,已出货未退款,已提现,饮料,果蔬饮料
7219,DD201708167493186471927830453,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-05-30 17:33:00,C,已出货未退款,已提现,饮料,果蔬饮料
7221,DD201708167493206489878038441,E43A6E078A04228,10.0,10.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-06-02 23:20:00,C,已出货未退款,已提现,饮料,果蔬饮料
7223,DD20170816749350991529938895,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-06-05 09:00:00,C,已出货未退款,已提现,饮料,果蔬饮料
7225,DD201708167493647590657068472,E43A6E078A04228,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-06-10 15:51:00,C,已出货未退款,已提现,饮料,果蔬饮料
7258,DD201708167493436516484014939,E43A6E078A04228,4.0,4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-09-11 06:28:00,C,已出货未退款,已提现,饮料,果蔬饮料
7260,DD201708167493326234824439882,E43A6E078A04228,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-09-11 16:11:00,C,已出货未退款,已提现,饮料,果蔬饮料
7263,DD20170816749368781802358781,E43A6E078A04228,4.0,4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-09-14 13:44:00,C,已出货未退款,已提现,饮料,果蔬饮料
