,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
9390,DD201708167493450562188922855,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-08 17:41:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9425,DD201708167493898937576935982,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-24 11:23:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9454,DD201708167493852082253237406,E43A6E078A04134,12.5,12.5,30g无穷农场盐_鸡蛋,2017-07-26 09:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9455,DD201708167493276100265474739,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-07-26 09:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9463,DD201708167493656591072176569,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-07-26 20:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9464,DD201708167493425506663144466,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-07-28 13:44:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9473,DD201708167493507033475282461,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-08-03 20:39:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9475,DD201708167493890880866527307,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017-08-08 12:18:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9476,DD201708167493186516924013506,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017-08-12 14:42:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9479,DD201708167493278143431934079,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-08-17 14:27:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9487,DD201708167493270003131099396,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-09-01 08:45:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9490,DD201708167493265673869407143,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-09-01 16:23:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9495,DD201708167493256819970530015,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-02 12:27:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9502,DD2017081674930576039583458205,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-09-03 12:47:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9509,DD201708167493726783728400641,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-09-04 08:58:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9515,DD201708167493246862131005937,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-06 22:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9518,DD201708167493590988886957117,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-09-08 09:18:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9528,DD201708167493895238844352756,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-09 19:05:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9533,DD201708167493114522419584236,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-11 14:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9541,DD201708167493660629176222877,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-09-13 12:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9542,DD201708167493858106861006316,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-13 12:21:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9551,DD201708167493613458709500389,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-16 01:09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9552,DD20170816749377011136587541,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-16 13:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9567,DD201708167493646750968033106,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-09-20 09:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9576,DD201708167493862413627734832,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-21 18:13:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9581,DD2017081674930390267853476299,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-09-23 14:34:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9583,DD201708167493194208778887191,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-24 09:03:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9584,DD2017081674930481600010378793,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-09-24 09:23:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9588,DD201708167493186454555864005,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-24 19:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9590,DD201708167493158997470934884,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-25 12:18:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9592,DD201708167493658551500324569,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-09-25 15:46:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9599,DD201708167493151188118568189,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-28 12:39:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9609,DD2017081674930424716120552376,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-09-30 09:16:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9614,DD201708167493905500144398013,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-30 18:17:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9617,DD201708167493385710795123062,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-01 02:14:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9619,DD201708167493388949759343746,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-01 15:11:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9623,DD201708167493395433259484026,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-02 16:31:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9629,DD201708167493407564768193248,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-04 11:27:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9631,DD201708167493411267013854019,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-04 18:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9640,DD201708167493420036595815749,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-06 07:36:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9660,DD201708167493431882822685145,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-07 20:32:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9661,DD201708167493432030756534753,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-07 21:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9692,DD201708167493436327323973665,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-08 18:29:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9703,DD201708167493437100616099804,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-08 23:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9730,DD20170816749344177056588393,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-09 17:59:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9735,DD201708167493442584584355364,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017-10-09 21:12:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9759,DD201708167493445810625676781,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-10 13:33:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9777,DD201708167493464128891395711,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-11 22:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9781,DD201708167493465801257274922,E43A6E078A04134,8.0,8.0,30g无穷农场盐_鸡蛋,2017-10-12 06:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9790,DD201708167493468083286954023,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-12 12:39:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9793,DD201708167493468854079984404,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-12 13:40:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9795,DD201708167493875933191908765,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-10-12 19:01:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9802,DD201708167493486243703453406,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-13 21:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9805,DD201708167493489952480364032,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-14 07:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9810,DD201708167493497690360303673,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-14 20:57:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9812,DD20170816749350156773224481,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-15 04:01:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9821,DD201708167493511702055784441,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-16 09:40:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9825,DD201708167493519353674091833,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-10-17 07:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9827,DD201708167493522840059623361,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-17 15:48:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9832,DD201708167493829462363568226,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-19 20:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9834,DD201708167493549255698666876,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-20 00:01:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9835,DD201708167493553700655322447,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-20 13:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9843,DD201708167493572906383048865,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-21 21:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9846,DD201708167493575764004822233,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-22 05:00:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9860,DD201708167493606498676091727,E43A6E078A04134,12.5,12.5,30g无穷农场盐_鸡蛋,2017-10-25 22:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9861,DD201708167493606627532584509,E43A6E078A04134,6.0,6.0,30g无穷农场盐_鸡蛋,2017-10-25 22:10:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9867,DD201708167493495980536035564,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-26 22:47:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9868,DD2017081674936206800771232,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-27 07:38:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9870,DD201708167493498467726628275,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-27 18:16:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9877,DD201708167493632062248768642,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-28 06:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9878,DD201708167493632788391454985,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-28 08:26:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9879,DD201708167493501375396093168,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-28 15:42:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9880,DD201708167493640559431428541,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-28 19:54:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9881,DD201708167493849571773394413,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-28 21:55:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9884,DD201708167493657956967248085,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-10-29 12:22:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9885,DD201708167493658057026547274,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-29 12:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9890,DD201708167493675587169253974,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017-10-30 09:18:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9905,DD201708167493105000201458866,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-01 17:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9922,DD201708167493307012110175977,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017-11-06 16:56:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9934,DD201708167493824259813954377,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-09 09:28:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9940,DD201708167493689395382639448,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017-11-10 14:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9951,DD201708167493768545240400993,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-12 16:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9952,DD201708167493177400697321413,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-12 17:11:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9959,DD201708167493787078961855873,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-13 12:34:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9965,DD201708167493144658275249482,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-11-14 12:09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9980,DD201708167493622631617749963,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-16 14:17:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9982,DD201708167493894695637127837,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-11-16 20:05:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9983,DD20170816749300087162498413329,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-16 21:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9984,DD201708167493785244550551458,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017-11-16 23:53:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
9998,DD201708167493880988244003371,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-18 20:56:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10015,DD201708167493851675653418568,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-11-20 17:56:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10022,DD201708167493729533250918005,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-12-01 02:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10023,DD201708167493729579284644659,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-01 03:32:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10024,DD201708167493731988779568962,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-12-01 09:30:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10025,DD201708167493733500542167098,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-01 12:40:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10035,DD201708167493755022461213172,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-12-02 19:59:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10038,DD201708167493758027612481926,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-02 22:49:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10050,DD201708167493778587103246888,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-04 13:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10052,DD201708167493521746549364753,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-12-04 15:04:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10055,DD2017081674937845861481668,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017-12-04 17:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10065,DD201708167493799658179512721,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-12-05 14:59:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10066,DD201708167493525809493473167,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-05 16:57:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10075,DD201708167493807142551746709,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-06 00:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10079,DD201708167493827871964849072,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-07 15:42:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10087,DD20170816749366014522831999,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017-12-08 10:02:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10092,DD20170816749384946235538415,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-08 21:15:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10098,DD201708167493865927493220876,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-09 14:51:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10099,DD201708167493866563038326868,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-09 15:24:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10100,DD201708167493866727244929086,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-12-09 15:25:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10101,DD20170816749386681827832663,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017-12-09 15:31:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10108,DD201708167493314125535037033,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-10 13:53:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10123,DD201708167493341722554511358,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-16 12:06:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10126,DD201708167493340248752833345,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017-12-17 16:40:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10133,DD201708167493307782076704129,E43A6E078A04134,5.0,5.0,30g无穷农场盐_鸡蛋,2017-12-20 15:52:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10136,DD201708167493339546984467421,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-22 09:10:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10137,DD201708167493554992971415786,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017-12-22 19:29:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10138,DD201708167493593908215293564,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-23 06:07:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10139,DD201708167493336624216145728,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-23 09:13:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10141,DD201708167493303670289948433,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-23 11:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10154,DD201708167493382763177824587,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-28 11:43:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10155,DD201708167493382717360798942,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-28 11:50:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
10176,DD201708167493666263621216616,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017-01-29 19:04:00,B,已出货未退款,已提现,非饮料,饼干糕点
10179,DD201708167493764586314906816,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-03-28 21:13:00,B,已出货未退款,已提现,非饮料,饼干糕点
10184,DD201708167493885031931088282,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-04-16 10:57:00,B,已出货未退款,已提现,非饮料,饼干糕点
10187,DD2017081674930276772949325688,E43A6E078A04134,3.5,3.5,55g奥利奥原味芝士饼干,2017-04-19 21:18:00,B,已出货未退款,已提现,非饮料,饼干糕点
10192,DD201708167493339859814005823,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-04-29 16:27:00,B,已出货未退款,已提现,非饮料,饼干糕点
10203,DD2017081674930664122192179462,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-03 00:09:00,B,已出货未退款,已提现,非饮料,饼干糕点
10205,DD2017081674930715649909687659,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-05-04 18:57:00,B,已出货未退款,已提现,非饮料,饼干糕点
10208,DD2017081674930775204531250375,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-05-06 15:41:00,B,已出货未退款,已提现,非饮料,饼干糕点
10209,DD2017081674930779906662754228,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-06 19:55:00,B,已出货未退款,已提现,非饮料,饼干糕点
10215,DD2017081674930944466173733797,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-11 20:47:00,B,已出货未退款,已提现,非饮料,饼干糕点
10219,DD201708167493107819434401105,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-16 01:59:00,B,已出货未退款,已提现,非饮料,饼干糕点
10220,DD201708167493108057289300685,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-16 02:07:00,B,已出货未退款,已提现,非饮料,饼干糕点
10222,DD201708167493748728669943616,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-05-18 11:55:00,B,已出货未退款,已提现,非饮料,饼干糕点
10228,DD201708167493134430534624011,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-05-22 18:19:00,B,已出货未退款,已提现,非饮料,饼干糕点
10232,DD201708167493698411224177666,E43A6E078A04134,6.0,6.0,55g奥利奥原味芝士饼干,2017-05-26 17:13:00,B,已出货未退款,已提现,非饮料,饼干糕点
10237,DD201708167493172372867840351,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-05-28 23:00:00,B,已出货未退款,已提现,非饮料,饼干糕点
10248,DD201708167493572159352020966,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-06-03 18:16:00,B,已出货未退款,已提现,非饮料,饼干糕点
10249,DD201708167493484011756322571,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-06-05 17:54:00,B,已出货未退款,已提现,非饮料,饼干糕点
10251,DD201708167493764357736077619,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-06-06 20:27:00,B,已出货未退款,已提现,非饮料,饼干糕点
10260,DD201708167493265250765557535,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-06-11 20:23:00,B,已出货未退款,已提现,非饮料,饼干糕点
10261,DD20170816749326875286683381,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-06-12 12:06:00,B,已出货未退款,已提现,非饮料,饼干糕点
10265,DD201708167493282082247894171,E43A6E078A04134,3.0,3.0,55g奥利奥原味芝士饼干,2017-06-14 15:25:00,B,已出货未退款,已提现,非饮料,饼干糕点
10274,DD201708167493314651340228635,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017-06-19 19:48:00,B,已出货未退款,已提现,非饮料,饼干糕点
10275,DD201708167493501406796808204,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-06-21 15:59:00,B,已出货未退款,已提现,非饮料,饼干糕点
10277,DD201708167493499959356693223,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-06-23 16:27:00,B,已出货未退款,已提现,非饮料,饼干糕点
10279,DD201708167493348196463245385,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017-06-25 03:10:00,B,已出货未退款,已提现,非饮料,饼干糕点
10330,DD201708167493650726365874766,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017-09-03 20:09:00,B,已出货未退款,已提现,非饮料,饼干糕点
10334,DD201708167493142080924576754,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-09-06 15:52:00,B,已出货未退款,已提现,非饮料,饼干糕点
10338,DD201708167493170536583916354,E43A6E078A04134,4.0,4.0,55g奥利奥原味芝士饼干,2017-09-10 08:59:00,B,已出货未退款,已提现,非饮料,饼干糕点
