,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
2161,DD20170816749375952051873106,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-03 01:30:00,A,已出货未退款,已提现,饮料,碳酸饮料
2164,DD201708167493764586760080822,E43A6E078A04172,7.0,7.0,600ml可口可乐,2017-12-03 15:27:00,A,已出货未退款,已提现,饮料,碳酸饮料
2169,DD201708167493784526061370572,E43A6E078A04172,7.0,7.0,600ml可口可乐,2017-12-04 16:57:00,A,已出货未退款,已提现,饮料,碳酸饮料
2171,DD201708167493789805788464023,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-04 20:14:00,A,已出货未退款,已提现,饮料,碳酸饮料
2175,DD201708167493738386794001083,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-05 20:18:00,A,已出货未退款,已提现,饮料,碳酸饮料
2176,DD201708167493804535556426129,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-05 20:27:00,A,已出货未退款,已提现,饮料,碳酸饮料
2182,DD201708167493531488160266625,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-09 17:16:00,A,已出货未退款,已提现,饮料,碳酸饮料
2186,DD201708167493313046662019077,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-11 10:04:00,A,已出货未退款,已提现,饮料,碳酸饮料
2187,DD201708167493916946239381686,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-11 15:28:00,A,已出货未退款,已提现,饮料,碳酸饮料
2216,DD201708167493587932522853513,E43A6E078A04172,3.5,3.5,600ml可口可乐,2017-12-25 13:39:00,A,已出货未退款,已提现,饮料,碳酸饮料
2217,DD201708167493378357043177169,E43A6E078A04172,7.0,7.0,600ml可口可乐,2017-12-30 11:24:00,A,已出货未退款,已提现,饮料,碳酸饮料
2224,DD201708170329342166182F9E6E6,E43A6E078A04172,4.0,4.0,营养快线,2017-01-08 21:21:00,A,已出货未退款,已提现,饮料,乳制品
2238,DD2017060316005226662D7457BC6,E43A6E078A04172,4.0,4.0,营养快线,2017-01-10 15:24:00,A,已出货未退款,已提现,饮料,乳制品
2239,DD20170603191223531131CA903E1,E43A6E078A04172,4.5,4.5,营养快线,2017-01-10 19:13:00,A,已出货未退款,已提现,饮料,乳制品
2242,DD2017060407541653E4CFEB3C0D1,E43A6E078A04172,4.0,4.0,营养快线,2017-01-10 22:25:00,A,已出货未退款,已提现,饮料,乳制品
2255,DD20170530150220889E6D3134CE9,E43A6E078A04172,4.5,4.5,营养快线,2017-02-02 08:32:00,A,已出货未退款,已提现,饮料,乳制品
2268,DD2017052700171956C5D2A4DD095,E43A6E078A04172,4.5,4.5,营养快线,2017-02-05 10:59:00,A,已出货未退款,已提现,饮料,乳制品
2279,DD2017083012180153B16A3E20126,E43A6E078A04172,4.0,4.0,营养快线,2017-02-16 03:00:00,A,已出货未退款,已提现,饮料,乳制品
2286,DD2017051118035970E6C7FAFB8CB,E43A6E078A04172,4.0,4.0,营养快线,2017-02-22 14:35:00,A,已出货未退款,已提现,饮料,乳制品
2293,DD2017083112082413F3073CD9FBD,E43A6E078A04172,4.0,4.0,营养快线,2017-02-24 02:45:00,A,已出货未退款,已提现,饮料,乳制品
2297,DD20170610034113441627BF97662,E43A6E078A04172,4.0,4.0,营养快线,2017-02-27 08:58:00,A,已出货未退款,已提现,饮料,乳制品
2311,DD20170525113257398EA2CB87145,E43A6E078A04172,4.0,4.0,营养快线,2017-03-28 22:07:00,A,已出货未退款,已提现,饮料,乳制品
2312,DD20170525120337326D2D6486585,E43A6E078A04172,4.5,4.5,营养快线,2017-03-28 22:21:00,A,已出货未退款,已提现,饮料,乳制品
2317,DD2017082420133199194BC7FD0AD,E43A6E078A04172,4.0,4.0,营养快线,2017-03-29 10:03:00,A,已出货未退款,已提现,饮料,乳制品
2318,DD2017082420060023285D9EDB5A5,E43A6E078A04172,4.0,4.0,营养快线,2017-03-29 10:26:00,A,已出货未退款,已提现,饮料,乳制品
2331,DD2017042008341516B5E9CBD4CC1,E43A6E078A04172,4.0,4.0,营养快线,2017-03-29 18:22:00,A,已出货未退款,已提现,饮料,乳制品
2339,DD201708167493992606587190723,E43A6E078A04172,4.0,4.0,营养快线,2017-03-29 22:15:00,A,已出货未退款,已提现,饮料,乳制品
2353,DD2017081820335515F8CEC35BD41,E43A6E078A04172,4.0,4.0,营养快线,2017-03-31 14:10:00,A,已出货未退款,已提现,饮料,乳制品
2357,DD201705261742404564C921F8D53,E43A6E078A04172,4.5,4.5,营养快线,2017-04-01 17:16:00,A,已出货未退款,已提现,饮料,乳制品
2378,DD201708062154099290D052FF9F4,E43A6E078A04172,4.0,4.0,营养快线,2017-04-12 10:10:00,A,已出货未退款,已提现,饮料,乳制品
2382,DD20170821153140456ED180D314A,E43A6E078A04172,4.0,4.0,营养快线,2017-04-13 17:17:00,A,已出货未退款,已提现,饮料,乳制品
2408,DD201708167493951876516169169,E43A6E078A04172,4.0,4.0,营养快线,2017-04-19 17:55:00,A,已出货未退款,已提现,饮料,乳制品
2415,DD201708101916384136E8D3FC15E,E43A6E078A04172,4.0,4.0,营养快线,2017-04-21 16:46:00,A,已出货未退款,已提现,饮料,乳制品
2425,DD20170807233312220590DD54D40,E43A6E078A04172,4.0,4.0,营养快线,2017-04-22 21:07:00,A,已出货未退款,已提现,饮料,乳制品
2435,DD2017080900070324EF056473A5A,E43A6E078A04172,4.0,4.0,营养快线,2017-04-27 14:21:00,A,已出货未退款,已提现,饮料,乳制品
2438,DD201705121654422369F49624033,E43A6E078A04172,4.0,4.0,营养快线,2017-04-27 18:38:00,A,已出货未退款,已提现,饮料,乳制品
2455,DD201708167493967608762241747,E43A6E078A04172,4.0,4.0,营养快线,2017-05-09 17:56:00,A,已出货未退款,已提现,饮料,乳制品
2469,DD201708167493974857896368345,E43A6E078A04172,4.0,4.0,营养快线,2017-05-19 19:52:00,A,已出货未退款,已提现,饮料,乳制品
2476,DD201708167493979038891162118,E43A6E078A04172,4.0,4.0,营养快线,2017-05-22 17:35:00,A,已出货未退款,已提现,饮料,乳制品
2488,DD2017052715183672B274BDE29AC,E43A6E078A04172,4.0,4.0,营养快线,2017-05-27 12:27:00,A,已出货未退款,已提现,饮料,乳制品
2499,DD201708167493992749770476989,E43A6E078A04172,4.0,4.0,营养快线,2017-05-30 15:06:00,A,已出货未退款,已提现,饮料,乳制品
2507,DD2017051320293438FF6F7FFCBFD,E43A6E078A04172,4.0,4.0,营养快线,2017-06-02 12:20:00,A,已出货未退款,已提现,饮料,乳制品
2515,DD2017080501063389BEF03C58D80,E43A6E078A04172,4.0,4.0,营养快线,2017-06-03 16:37:00,A,已出货未退款,已提现,饮料,乳制品
2516,DD2017080500584344A1968C254CE,E43A6E078A04172,4.0,4.0,营养快线,2017-06-03 16:44:00,A,已出货未退款,已提现,饮料,乳制品
2520,DD2017080619254717D0080480B06,E43A6E078A04172,4.0,4.0,营养快线,2017-06-04 11:16:00,A,已出货未退款,已提现,饮料,乳制品
2522,DD201705121006562403A01465B39,E43A6E078A04172,4.0,4.0,营养快线,2017-06-04 15:05:00,A,已出货未退款,已提现,饮料,乳制品
2524,DD2017080619133425A41E95C8AD6,E43A6E078A04172,4.0,4.0,营养快线,2017-06-04 16:37:00,A,已出货未退款,已提现,饮料,乳制品
2526,DD2017081002295267886EF340A51,E43A6E078A04172,4.0,4.0,营养快线,2017-06-04 16:45:00,A,已出货未退款,已提现,饮料,乳制品
2529,DD20170809235656786467D7E8AF7,E43A6E078A04172,4.0,4.0,营养快线,2017-06-04 18:52:00,A,已出货未退款,已提现,饮料,乳制品
2534,DD2017052520113098C38B2C43E5E,E43A6E078A04172,4.0,4.0,营养快线,2017-06-05 10:50:00,A,已出货未退款,已提现,饮料,乳制品
2539,DD2017051119365495CB87C55D441,E43A6E078A04172,4.0,4.0,营养快线,2017-06-05 20:05:00,A,已出货未退款,已提现,饮料,乳制品
2541,DD2017051119294344355DFB1E3D6,E43A6E078A04172,4.0,4.0,营养快线,2017-06-05 20:42:00,A,已出货未退款,已提现,饮料,乳制品
2550,DD20170525105919189AF2DEA31B8,E43A6E078A04172,4.0,4.0,营养快线,2017-06-07 09:33:00,A,已出货未退款,已提现,饮料,乳制品
2559,DD2017080914554337DB83F71DC04,E43A6E078A04172,4.0,4.0,营养快线,2017-06-08 07:55:00,A,已出货未退款,已提现,饮料,乳制品
2564,DD2017080913264983861DBD4FB03,E43A6E078A04172,4.0,4.0,营养快线,2017-06-08 16:27:00,A,已出货未退款,已提现,饮料,乳制品
2580,DD2017041109401617F6E01A41204,E43A6E078A04172,4.0,4.0,营养快线,2017-06-13 19:08:00,A,已出货未退款,已提现,饮料,乳制品
2582,DD2017041219112689273C0F5B0AD,E43A6E078A04172,4.0,4.0,营养快线,2017-06-15 11:26:00,A,已出货未退款,已提现,饮料,乳制品
2586,DD2017080905162022C9A487D0E76,E43A6E078A04172,4.0,4.0,营养快线,2017-06-15 22:37:00,A,已出货未退款,已提现,饮料,乳制品
2589,DD20170519185029324250DB78008,E43A6E078A04172,4.0,4.0,营养快线,2017-06-16 21:19:00,A,已出货未退款,已提现,饮料,乳制品
2591,DD2017050908251189BB590475ECA,E43A6E078A04172,4.0,4.0,营养快线,2017-06-17 02:26:00,A,已出货未退款,已提现,饮料,乳制品
2592,DD2017050907511976476D001CF50,E43A6E078A04172,4.0,4.0,营养快线,2017-06-17 02:46:00,A,已出货未退款,已提现,饮料,乳制品
2594,DD2017080521154371D0A4D85EBF7,E43A6E078A04172,4.0,4.0,营养快线,2017-06-17 10:42:00,A,已出货未退款,已提现,饮料,乳制品
2596,DD20170519181046734C6B5B97340,E43A6E078A04172,4.0,4.0,营养快线,2017-06-18 08:53:00,A,已出货未退款,已提现,饮料,乳制品
2598,DD2017052419264659434700C5C20,E43A6E078A04172,4.0,4.0,营养快线,2017-06-18 17:05:00,A,已出货未退款,已提现,饮料,乳制品
2605,DD2017051010090949CB4EB273E5A,E43A6E078A04172,4.0,4.0,营养快线,2017-06-21 00:55:00,A,已出货未退款,已提现,饮料,乳制品
2623,DD2017052412061313C05C50307EB,E43A6E078A04172,4.0,4.0,营养快线,2017-06-23 17:09:00,A,已出货未退款,已提现,饮料,乳制品
2625,DD2017042113261196EEEA5125D1F,E43A6E078A04172,4.0,4.0,营养快线,2017-06-23 18:12:00,A,已出货未退款,已提现,饮料,乳制品
2626,DD2017050813262856BD1EBE7B642,E43A6E078A04172,4.0,4.0,营养快线,2017-06-23 18:13:00,A,已出货未退款,已提现,饮料,乳制品
2639,DD201705240340354332DA4715C73,E43A6E078A04172,4.0,4.0,营养快线,2017-06-26 16:11:00,A,已出货未退款,已提现,饮料,乳制品
2640,DD20170425051314524BB87157FE4,E43A6E078A04172,4.5,4.5,营养快线,2017-06-26 18:02:00,A,已出货未退款,已提现,饮料,乳制品
2641,DD20170425175400162C3CCC82307,E43A6E078A04172,4.5,4.5,营养快线,2017-06-27 00:32:00,A,已出货未退款,已提现,饮料,乳制品
2642,DD2017080322574899B762698EA1A,E43A6E078A04172,4.0,4.0,营养快线,2017-06-27 09:06:00,A,已出货未退款,已提现,饮料,乳制品
2649,DD2017042615310616502A0B1E42C,E43A6E078A04172,4.5,4.5,营养快线,2017-06-28 07:45:00,A,已出货未退款,已提现,饮料,乳制品
2652,DD2017042616103989B0DFE465C65,E43A6E078A04172,4.5,4.5,营养快线,2017-06-28 10:16:00,A,已出货未退款,已提现,饮料,乳制品
2655,DD2017042708092325682C6EFFD28,E43A6E078A04172,4.5,4.5,营养快线,2017-06-28 17:47:00,A,已出货未退款,已提现,饮料,乳制品
2656,DD2017042708161425A2A9BB9D7CA,E43A6E078A04172,4.5,4.5,营养快线,2017-06-28 17:48:00,A,已出货未退款,已提现,饮料,乳制品
2660,DD201705081226393092270826762,E43A6E078A04172,4.0,4.0,营养快线,2017-06-28 18:35:00,A,已出货未退款,已提现,饮料,乳制品
2663,DD2017052121065266BC9E5E00675,E43A6E078A04172,4.0,4.0,营养快线,2017-06-29 11:05:00,A,已出货未退款,已提现,饮料,乳制品
2667,DD2017042801082422B5AEFEFC661,E43A6E078A04172,4.0,4.0,营养快线,2017-06-29 18:26:00,A,已出货未退款,已提现,饮料,乳制品
2679,DD201705081144243829355E635C7,E43A6E078A04172,4.0,4.0,营养快线,2017-07-01 00:53:00,A,已出货未退款,已提现,饮料,乳制品
2685,DD20170731195527397899B62CDAF,E43A6E078A04172,4.0,4.0,营养快线,2017-07-05 19:12:00,A,已出货未退款,已提现,饮料,乳制品
2690,DD201706121832318516CF8400BAC,E43A6E078A04172,4.0,4.0,营养快线,2017-07-11 17:36:00,A,已出货未退款,已提现,饮料,乳制品
2700,DD2017080614145196FFEACBAF327,E43A6E078A04172,4.0,4.0,营养快线,2017-07-23 10:54:00,A,已出货未退款,已提现,饮料,乳制品
2709,DD2017070921400324A30F374C946,E43A6E078A04172,4.0,4.0,营养快线,2017-07-24 20:23:00,A,已出货未退款,已提现,饮料,乳制品
2720,DD20170816749393374599544915,E43A6E078A04172,4.5,4.5,营养快线,2017-07-26 20:07:00,A,已出货未退款,已提现,饮料,乳制品
2740,DD20170622133343174E3BDD3C91A,E43A6E078A04172,4.0,4.0,营养快线,2017-07-31 09:07:00,A,已出货未退款,已提现,饮料,乳制品
2749,DD20170430064355385CB6F1B66A7,E43A6E078A04172,4.0,4.0,营养快线,2017-07-31 18:02:00,A,已出货未退款,已提现,饮料,乳制品
2755,DD20170821173147439FBF21F7E66,E43A6E078A04172,4.0,4.0,营养快线,2017-08-01 07:46:00,A,已出货未退款,已提现,饮料,乳制品
2756,DD2017081621302296DF8C530071A,E43A6E078A04172,4.0,4.0,营养快线,2017-08-01 09:03:00,A,已出货未退款,已提现,饮料,乳制品
2760,DD2017082118454211FADE3F8494E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-01 17:06:00,A,已出货未退款,已提现,饮料,乳制品
2775,DD2017081814200057DF61221459E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-04 15:05:00,A,已出货未退款,已提现,饮料,乳制品
2783,DD201708167493939435351128829,E43A6E078A04172,4.0,4.0,营养快线,2017-08-05 15:37:00,A,已出货未退款,已提现,饮料,乳制品
2786,DD201708101143056572D54DABC2E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-05 20:32:00,A,已出货未退款,已提现,饮料,乳制品
2788,DD2017060100073799F5F686C4354,E43A6E078A04172,4.0,4.0,营养快线,2017-08-05 22:36:00,A,已出货未退款,已提现,饮料,乳制品
2812,DD20170721201145183488CAC84F9,E43A6E078A04172,4.0,4.0,营养快线,2017-08-08 20:09:00,A,已出货未退款,已提现,饮料,乳制品
2813,DD2017082213414311DF5DD7BF84A,E43A6E078A04172,4.0,4.0,营养快线,2017-08-08 20:11:00,A,已出货未退款,已提现,饮料,乳制品
2827,DD2017080720593660E3859C93830,E43A6E078A04172,4.0,4.0,营养快线,2017-08-11 18:31:00,A,已出货未退款,已提现,饮料,乳制品
2832,DD2017082420053558F90EA07D5E5,E43A6E078A04172,4.0,4.0,营养快线,2017-08-12 13:31:00,A,已出货未退款,已提现,饮料,乳制品
2835,DD20170821075830407711B91448B,E43A6E078A04172,4.0,4.0,营养快线,2017-08-12 16:32:00,A,已出货未退款,已提现,饮料,乳制品
2842,DD201708221510207704E653C1629,E43A6E078A04172,4.0,4.0,营养快线,2017-08-13 13:20:00,A,已出货未退款,已提现,饮料,乳制品
2850,DD20170429214021706F0FCCAA8D3,E43A6E078A04172,4.0,4.0,营养快线,2017-08-13 17:31:00,A,已出货未退款,已提现,饮料,乳制品
2857,DD201708231852488354F835652C8,E43A6E078A04172,4.0,4.0,营养快线,2017-08-14 16:00:00,A,已出货未退款,已提现,饮料,乳制品
2876,DD2017082318554015D03C401BF1C,E43A6E078A04172,4.0,4.0,营养快线,2017-08-16 17:12:00,A,已出货未退款,已提现,饮料,乳制品
2880,DD201708172056412719537633780,E43A6E078A04172,4.0,4.0,营养快线,2017-08-17 13:29:00,A,已出货未退款,已提现,饮料,乳制品
2882,DD201708231741534447F722D1640,E43A6E078A04172,4.0,4.0,营养快线,2017-08-17 14:05:00,A,已出货未退款,已提现,饮料,乳制品
2885,DD20170814190246993A081248C00,E43A6E078A04172,4.0,4.0,营养快线,2017-08-17 14:59:00,A,已出货未退款,已提现,饮料,乳制品
2896,DD201704181440014999A89731A54,E43A6E078A04172,4.0,4.0,营养快线,2017-08-17 20:55:00,A,已出货未退款,已提现,饮料,乳制品
2901,DD2017082301592334EEA36884408,E43A6E078A04172,4.0,4.0,营养快线,2017-08-17 23:40:00,A,已出货未退款,已提现,饮料,乳制品
2923,DD2017082917585675C8E485BFF9E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-18 17:42:00,A,已出货未退款,已提现,饮料,乳制品
2932,DD2017082508553327491E3E12002,E43A6E078A04172,4.0,4.0,营养快线,2017-08-18 19:11:00,A,已出货未退款,已提现,饮料,乳制品
2940,DD20170816120138141E35BDD1196,E43A6E078A04172,4.0,4.0,营养快线,2017-08-19 21:19:00,A,已出货未退款,已提现,饮料,乳制品
2956,DD201708167493950533829418706,E43A6E078A04172,4.0,4.0,营养快线,2017-08-20 15:32:00,A,已出货未退款,已提现,饮料,乳制品
2959,DD20170815195409549F0EC208A5E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-20 16:25:00,A,已出货未退款,已提现,饮料,乳制品
2963,DD201706091616091595D2D3A2D6A,E43A6E078A04172,4.0,4.0,营养快线,2017-08-20 21:18:00,A,已出货未退款,已提现,饮料,乳制品
3006,DD2017081019583679F5A5140488E,E43A6E078A04172,4.0,4.0,营养快线,2017-08-28 09:18:00,A,已出货未退款,已提现,饮料,乳制品
3008,DD20170804120902886BE75A952A6,E43A6E078A04172,4.0,4.0,营养快线,2017-08-28 12:17:00,A,已出货未退款,已提现,饮料,乳制品
3009,DD20170808225424877106FF10DBE,E43A6E078A04172,4.0,4.0,营养快线,2017-08-28 17:08:00,A,已出货未退款,已提现,饮料,乳制品
3014,DD20170826151950735740880DD42,E43A6E078A04172,4.0,4.0,营养快线,2017-08-30 12:12:00,A,已出货未退款,已提现,饮料,乳制品
3017,DD2017083015385839917BDDF41E1,E43A6E078A04172,4.0,4.0,营养快线,2017-08-31 02:07:00,A,已出货未退款,已提现,饮料,乳制品
3055,DD201708167493990683858654194,E43A6E078A04172,4.0,4.0,营养快线,2017-09-06 20:27:00,A,已出货未退款,已提现,饮料,乳制品
3074,DD20170803234236573887223EE7F,E43A6E078A04172,4.0,4.0,营养快线,2017-09-08 11:10:00,A,已出货未退款,已提现,饮料,乳制品
3088,DD2017062914094667A4E13CCC93C,E43A6E078A04172,4.0,4.0,营养快线,2017-09-09 22:51:00,A,已出货未退款,已提现,饮料,乳制品
3094,DD2017031519283246146D336FF8F,E43A6E078A04172,4.0,4.0,营养快线,2017-09-10 15:59:00,A,已出货未退款,已提现,饮料,乳制品
3109,DD20170711165702780C760E61C43,E43A6E078A04172,4.0,4.0,营养快线,2017-09-11 21:15:00,A,已出货未退款,已提现,饮料,乳制品
3112,DD20170729201006243EE89B2E719,E43A6E078A04172,4.0,4.0,营养快线,2017-09-12 16:44:00,A,已出货未退款,已提现,饮料,乳制品
3127,DD2017072816231945F1715A0B9C2,E43A6E078A04172,4.0,4.0,营养快线,2017-09-14 12:36:00,A,已出货未退款,已提现,饮料,乳制品
3131,DD201708167493970995719219677,E43A6E078A04172,4.0,4.0,营养快线,2017-09-14 16:06:00,A,已出货未退款,已提现,饮料,乳制品
3132,DD20170816749397016207319256,E43A6E078A04172,4.0,4.0,营养快线,2017-09-14 21:30:00,A,已出货未退款,已提现,饮料,乳制品
3146,DD2017063008195370F859822742A,E43A6E078A04172,4.0,4.0,营养快线,2017-09-15 16:29:00,A,已出货未退款,已提现,饮料,乳制品
3160,DD201707162323492358A235E76E4,E43A6E078A04172,4.0,4.0,营养快线,2017-09-16 16:35:00,A,已出货未退款,已提现,饮料,乳制品
3192,DD201708231819389130A343DEDD0,E43A6E078A04172,4.0,4.0,营养快线,2017-09-19 17:23:00,A,已出货未退款,已提现,饮料,乳制品
3194,DD20170706191519849CE2C193D34,E43A6E078A04172,4.0,4.0,营养快线,2017-09-20 07:12:00,A,已出货未退款,已提现,饮料,乳制品
3195,DD2017061523375480FCB1C549671,E43A6E078A04172,4.0,4.0,营养快线,2017-09-20 08:17:00,A,已出货未退款,已提现,饮料,乳制品
3200,DD2017070921331079788FFA7B447,E43A6E078A04172,4.0,4.0,营养快线,2017-09-20 14:20:00,A,已出货未退款,已提现,饮料,乳制品
3211,DD20170707193428673D0779E7361,E43A6E078A04172,4.0,4.0,营养快线,2017-09-20 18:43:00,A,已出货未退款,已提现,饮料,乳制品
3213,DD2017061718030015DC50613400D,E43A6E078A04172,4.0,4.0,营养快线,2017-09-21 08:55:00,A,已出货未退款,已提现,饮料,乳制品
3233,DD20170612192832106D5FC879463,E43A6E078A04172,4.0,4.0,营养快线,2017-09-22 16:22:00,A,已出货未退款,已提现,饮料,乳制品
3284,DD2017080115284972938C9A6F3FE,E43A6E078A04172,4.0,4.0,营养快线,2017-09-27 13:50:00,A,已出货未退款,已提现,饮料,乳制品
3292,DD20170625005732249F9DDE436E5,E43A6E078A04172,4.0,4.0,营养快线,2017-09-27 17:16:00,A,已出货未退款,已提现,饮料,乳制品
3303,DD20170604180420801831FB295D6,E43A6E078A04172,4.5,4.5,营养快线,2017-09-28 11:54:00,A,已出货未退款,已提现,饮料,乳制品
3313,DD2017071816250280E3B195ADE18,E43A6E078A04172,4.0,4.0,营养快线,2017-09-29 08:28:00,A,已出货未退款,已提现,饮料,乳制品
3314,DD2017071709412699E3F6BF6D460,E43A6E078A04172,4.0,4.0,营养快线,2017-09-29 09:05:00,A,已出货未退款,已提现,饮料,乳制品
3325,DD2017070515055642CF2567C5354,E43A6E078A04172,4.0,4.0,营养快线,2017-09-29 19:32:00,A,已出货未退款,已提现,饮料,乳制品
3373,DD2017081419010520E0F56F3677A,E43A6E078A04172,4.0,4.0,营养快线,2017-10-08 20:58:00,A,已出货未退款,已提现,饮料,乳制品
3391,DD20170731171456456BFAC6ED228,E43A6E078A04172,4.0,4.0,营养快线,2017-10-10 22:44:00,A,已出货未退款,已提现,饮料,乳制品
3409,DD201705061215235113CD12EFEAB,E43A6E078A04172,4.0,4.0,营养快线,2017-10-12 13:11:00,A,已出货未退款,已提现,饮料,乳制品
3411,DD2017050613095683D7F8DDD8C0A,E43A6E078A04172,4.0,4.0,营养快线,2017-10-12 13:42:00,A,已出货未退款,已提现,饮料,乳制品
3418,DD201708061909124605BA8B2E09B,E43A6E078A04172,4.0,4.0,营养快线,2017-10-12 20:58:00,A,已出货未退款,已提现,饮料,乳制品
3422,DD2017080118545450ADA1798EC48,E43A6E078A04172,4.0,4.0,营养快线,2017-10-13 10:13:00,A,已出货未退款,已提现,饮料,乳制品
3435,DD2017050920571550816FA110A5F,E43A6E078A04172,4.0,4.0,营养快线,2017-10-14 20:40:00,A,已出货未退款,已提现,饮料,乳制品
3450,DD2017072915005830E07804208CA,E43A6E078A04172,4.0,4.0,营养快线,2017-10-15 20:01:00,A,已出货未退款,已提现,饮料,乳制品
3461,DD2017081019243114939E4B47D47,E43A6E078A04172,4.0,4.0,营养快线,2017-10-17 17:59:00,A,已出货未退款,已提现,饮料,乳制品
3468,DD20170514164146699AD32BBFCBF,E43A6E078A04172,4.0,4.0,营养快线,2017-10-18 12:30:00,A,已出货未退款,已提现,饮料,乳制品
3473,DD201705161415491596787429B27,E43A6E078A04172,4.0,4.0,营养快线,2017-10-18 18:28:00,A,已出货未退款,已提现,饮料,乳制品
3494,DD2017080417532786BE601B3C5FD,E43A6E078A04172,4.0,4.0,营养快线,2017-10-20 20:00:00,A,已出货未退款,已提现,饮料,乳制品
3496,DD2017080121084714F855A090439,E43A6E078A04172,4.0,4.0,营养快线,2017-10-20 20:23:00,A,已出货未退款,已提现,饮料,乳制品
3502,DD20170804175149601BEAF617A94,E43A6E078A04172,4.0,4.0,营养快线,2017-10-20 22:03:00,A,已出货未退款,已提现,饮料,乳制品
3503,DD2017080912193417B0616FEF5B7,E43A6E078A04172,4.0,4.0,营养快线,2017-10-21 10:47:00,A,已出货未退款,已提现,饮料,乳制品
3517,DD201705211539527531345560139,E43A6E078A04172,4.0,4.0,营养快线,2017-10-22 17:42:00,A,已出货未退款,已提现,饮料,乳制品
3527,DD20170522023316887B44A23C1C4,E43A6E078A04172,4.0,4.0,营养快线,2017-10-24 12:15:00,A,已出货未退款,已提现,饮料,乳制品
3528,DD201705220234205462DED16B7E2,E43A6E078A04172,4.0,4.0,营养快线,2017-10-24 12:16:00,A,已出货未退款,已提现,饮料,乳制品
3534,DD20170805222922626C32BC960D4,E43A6E078A04172,4.0,4.0,营养快线,2017-10-24 20:48:00,A,已出货未退款,已提现,饮料,乳制品
3564,DD20170728134950696315782D5C3,E43A6E078A04172,4.0,4.0,营养快线,2017-10-27 20:23:00,A,已出货未退款,已提现,饮料,乳制品
3565,DD2017072813543527B7DF4F75B71,E43A6E078A04172,4.0,4.0,营养快线,2017-10-27 20:44:00,A,已出货未退款,已提现,饮料,乳制品
3570,DD2017080814370355180D75E8CF4,E43A6E078A04172,4.0,4.0,营养快线,2017-10-28 07:49:00,A,已出货未退款,已提现,饮料,乳制品
3572,DD2017052417333918FDD52C9B7E0,E43A6E078A04172,4.5,4.5,营养快线,2017-10-28 15:00:00,A,已出货未退款,已提现,饮料,乳制品
3575,DD2017081318580732DF1FB0F4228,E43A6E078A04172,4.0,4.0,营养快线,2017-10-28 18:51:00,A,已出货未退款,已提现,饮料,乳制品
3584,DD2017072815555871B36D9B75D24,E43A6E078A04172,4.0,4.0,营养快线,2017-10-28 20:11:00,A,已出货未退款,已提现,饮料,乳制品
3589,DD20170525174838294C63CE6B451,E43A6E078A04172,4.0,4.0,营养快线,2017-10-29 07:07:00,A,已出货未退款,已提现,饮料,乳制品
3596,DD201705260422391237B776BE098,E43A6E078A04172,4.0,4.0,营养快线,2017-10-29 15:28:00,A,已出货未退款,已提现,饮料,乳制品
3597,DD20170812173938142D033B7F50A,E43A6E078A04172,4.0,4.0,营养快线,2017-10-29 15:59:00,A,已出货未退款,已提现,饮料,乳制品
3602,DD201708100608218500718B68AD4,E43A6E078A04172,4.0,4.0,营养快线,2017-10-29 18:15:00,A,已出货未退款,已提现,饮料,乳制品
3609,DD201708061034484175FE2B541F8,E43A6E078A04172,4.0,4.0,营养快线,2017-10-29 20:27:00,A,已出货未退款,已提现,饮料,乳制品
3615,DD2017052705090814C245F1C3C04,E43A6E078A04172,4.0,4.0,营养快线,2017-10-30 15:38:00,A,已出货未退款,已提现,饮料,乳制品
3622,DD201705271825103741DB041BD40,E43A6E078A04172,4.0,4.0,营养快线,2017-10-31 01:17:00,A,已出货未退款,已提现,饮料,乳制品
3624,DD201705280737423022ECC043892,E43A6E078A04172,4.0,4.0,营养快线,2017-10-31 15:01:00,A,已出货未退款,已提现,饮料,乳制品
3651,DD20170808233308137AED2376EBE,E43A6E078A04172,4.0,4.0,营养快线,2017-11-02 13:12:00,A,已出货未退款,已提现,饮料,乳制品
3659,DD2017082216001284453E9A9D2EB,E43A6E078A04172,4.0,4.0,营养快线,2017-11-03 11:01:00,A,已出货未退款,已提现,饮料,乳制品
3665,DD20170627174409567FC88A03A76,E43A6E078A04172,4.0,4.0,营养快线,2017-11-03 19:02:00,A,已出货未退款,已提现,饮料,乳制品
3716,DD201708167493921556226713,E43A6E078A04172,4.5,4.5,营养快线,2017-11-06 15:50:00,A,已出货未退款,已提现,饮料,乳制品
